240301,19/07/2017 06:32:15,19/07/2017 07:02:00,208,Curraheen,true 
240301,19/07/2017 06:32:15,19/07/2017 07:17:00,208,Curraheen,true 
240301,19/07/2017 06:32:15,19/07/2017 07:27:00,208,Curraheen,false 
240491,19/07/2017 06:32:17,19/07/2017 06:50:00,208,Curraheen,false 
240491,19/07/2017 06:32:17,19/07/2017 07:10:00,208,Curraheen,false 
240491,19/07/2017 06:32:17,19/07/2017 07:19:00,208,Curraheen,true 
240491,19/07/2017 06:32:17,19/07/2017 07:19:00,208,Curraheen,false 
240491,19/07/2017 06:32:17,19/07/2017 07:20:00,208,Curraheen,false 
240561,19/07/2017 06:32:18,19/07/2017 06:41:00,208,Curraheen,true 
240561,19/07/2017 06:32:18,19/07/2017 07:01:00,208,Curraheen,false 
240561,19/07/2017 06:32:18,19/07/2017 07:21:00,208,Curraheen,false 
240561,19/07/2017 06:32:18,19/07/2017 07:31:00,208,Curraheen,false 
214551,19/07/2017 06:32:20,19/07/2017 06:46:00,208,Curraheen,true 
214551,19/07/2017 06:32:20,19/07/2017 07:06:00,208,Curraheen,false 
214551,19/07/2017 06:32:20,19/07/2017 07:26:00,208,Curraheen,false 
225031,19/07/2017 06:32:27,19/07/2017 06:38:00,208,Lotabeg,true 
225031,19/07/2017 06:32:27,19/07/2017 06:59:00,208,Lotabeg,true 
225031,19/07/2017 06:32:27,19/07/2017 07:09:00,208,Lotabeg,true 
225031,19/07/2017 06:32:27,19/07/2017 07:19:00,208,Lotabeg,false 
225031,19/07/2017 06:32:27,19/07/2017 07:29:00,208,Lotabeg,false 
240101,19/07/2017 06:32:30,19/07/2017 06:46:00,208,Lotabeg,true 
240101,19/07/2017 06:32:30,19/07/2017 07:06:00,208,Lotabeg,true 
240101,19/07/2017 06:32:30,19/07/2017 07:16:00,208,Lotabeg,true 
240101,19/07/2017 06:32:30,19/07/2017 07:26:00,208,Lotabeg,false 
296141,19/07/2017 06:32:32,19/07/2017 07:03:00,208,Lotabeg,true 
