Westbound
Eastbound
240301,29/07/2016 06:29:14,29/07/2016 07:02:00,208,Curraheen,false 
240301,29/07/2016 06:29:14,29/07/2016 07:17:00,208,Curraheen,true 
240301,29/07/2016 06:29:14,29/07/2016 07:27:00,208,Curraheen,false 
240491,29/07/2016 06:29:15,29/07/2016 06:37:45,208,Curraheen,true 
240491,29/07/2016 06:29:15,29/07/2016 06:50:00,208,Curraheen,true 
240491,29/07/2016 06:29:15,29/07/2016 07:10:00,208,Curraheen,false 
240491,29/07/2016 06:29:15,29/07/2016 07:19:00,208,Curraheen,false 
240491,29/07/2016 06:29:15,29/07/2016 07:20:00,208,Curraheen,false 
240561,29/07/2016 06:29:15,29/07/2016 06:48:45,208,Curraheen,true 
240561,29/07/2016 06:29:15,29/07/2016 07:01:00,208,Curraheen,true 
240561,29/07/2016 06:29:15,29/07/2016 07:21:00,208,Curraheen,false 
214551,29/07/2016 06:29:15,29/07/2016 06:54:50,208,Curraheen,true 
214551,29/07/2016 06:29:15,29/07/2016 07:06:00,208,Curraheen,true 
214551,29/07/2016 06:29:15,29/07/2016 07:26:00,208,Curraheen,false 
240001,29/07/2016 06:29:16,29/07/2016 07:01:45,208,Curraheen,true 
240001,29/07/2016 06:29:16,29/07/2016 07:14:00,208,Curraheen,true 
241111,29/07/2016 06:29:16,29/07/2016 06:31:00,208,Lotabeg,true 
241111,29/07/2016 06:29:16,29/07/2016 06:51:00,208,Lotabeg,false 
241111,29/07/2016 06:29:16,29/07/2016 07:03:45,208,Lotabeg,true 
241111,29/07/2016 06:29:16,29/07/2016 07:11:00,208,Lotabeg,false 
241111,29/07/2016 06:29:16,29/07/2016 07:21:00,208,Lotabeg,true 
225031,29/07/2016 06:29:17,29/07/2016 06:39:00,208,Lotabeg,true 
225031,29/07/2016 06:29:17,29/07/2016 06:59:00,208,Lotabeg,false 
225031,29/07/2016 06:29:17,29/07/2016 07:12:17,208,Lotabeg,true 
225031,29/07/2016 06:29:17,29/07/2016 07:19:00,208,Lotabeg,false 
225031,29/07/2016 06:29:17,29/07/2016 07:29:00,208,Lotabeg,false 
240101,29/07/2016 06:29:17,29/07/2016 06:46:00,208,Lotabeg,true 
240101,29/07/2016 06:29:17,29/07/2016 07:06:00,208,Lotabeg,false 
240101,29/07/2016 06:29:17,29/07/2016 07:18:45,208,Lotabeg,true 
240101,29/07/2016 06:29:17,29/07/2016 07:26:00,208,Lotabeg,false 
240171,29/07/2016 06:29:17,29/07/2016 06:54:00,208,Lotabeg,true 
240171,29/07/2016 06:29:17,29/07/2016 06:54:00,208,Lotabeg,false 
240171,29/07/2016 06:29:17,29/07/2016 07:14:00,208,Lotabeg,false 
